Date,store,product,number_sold
2019-12-29,0,9,868
2019-12-30,0,9,889
2019-12-31,0,9,891
2019-01-01,1,0,674
2019-01-02,1,0,676
2019-01-03,1,0,664
2019-01-04,1,0,668
2019-01-05,1,0,666
2019-01-06,1,0,657
2019-01-07,1,0,665
2019-01-08,1,0,668
2019-01-09,1,0,642
2019-01-10,1,0,656
2019-01-11,1,0,662
2019-01-12,1,0,668
2019-01-13,1,0,654
2019-01-14,1,0,666
2019-01-15,1,0,658
2019-01-16,1,0,653
2019-01-17,1,0,664
2019-01-18,1,0,646
2019-01-19,1,0,670
2019-01-20,1,0,681
2019-01-21,1,0,669
2019-01-22,1,0,665
2019-01-23,1,0,647
2019-01-24,1,0,660
2019-01-25,1,0,668
2019-01-26,1,0,663
2019-01-27,1,0,665
2019-01-28,1,0,664
2019-01-29,1,0,684
2019-01-30,1,0,650
2019-01-31,1,0,660
2019-02-01,1,0,672
2019-02-02,1,0,657
2019-02-03,1,0,657
2019-02-04,1,0,661
2019-02-05,1,0,679
2019-02-06,1,0,661
2019-02-07,1,0,657
2019-02-08,1,0,666
2019-02-09,1,0,674
2019-02-10,1,0,669
2019-02-11,1,0,655
2019-02-12,1,0,656
2019-02-13,1,0,659
2019-02-14,1,0,655
2019-02-15,1,0,667
2019-02-16,1,0,670
2019-02-17,1,0,677
2019-02-18,1,0,659
2019-02-19,1,0,670
2019-02-20,1,0,680
2019-02-21,1,0,664
2019-02-22,1,0,663
2019-02-23,1,0,657
2019-02-24,1,0,662
2019-02-25,1,0,667
2019-02-26,1,0,679
2019-02-27,1,0,667
2019-02-28,1,0,657
2019-03-01,1,0,657
2019-03-02,1,0,670
2019-03-03,1,0,661
2019-03-04,1,0,650
2019-03-05,1,0,672
2019-03-06,1,0,655
2019-03-07,1,0,673
2019-03-08,1,0,683
2019-03-09,1,0,663
2019-03-10,1,0,676
2019-03-11,1,0,659
2019-03-12,1,0,684
2019-03-13,1,0,672
2019-03-14,1,0,666
2019-03-15,1,0,673
2019-03-16,1,0,675
2019-03-17,1,0,672
2019-03-18,1,0,680
2019-03-19,1,0,658
2019-03-20,1,0,682
2019-03-21,1,0,658
2019-03-22,1,0,661
2019-03-23,1,0,670
2019-03-24,1,0,661
2019-03-25,1,0,666
2019-03-26,1,0,663
2019-03-27,1,0,670
2019-03-28,1,0,668
2019-03-29,1,0,676
2019-03-30,1,0,680
2019-03-31,1,0,667
2019-04-01,1,0,687
2019-04-02,1,0,677
2019-04-03,1,0,669
2019-04-04,1,0,680
2019-04-05,1,0,667
2019-04-06,1,0,670
2019-04-07,1,0,681
2019-04-08,1,0,673
2019-04-09,1,0,670
2019-04-10,1,0,666
2019-04-11,1,0,658
2019-04-12,1,0,674
2019-04-13,1,0,692
2019-04-14,1,0,690
2019-04-15,1,0,682
2019-04-16,1,0,665
2019-04-17,1,0,669
2019-04-18,1,0,675
2019-04-19,1,0,668
2019-04-20,1,0,690
2019-04-21,1,0,674
2019-04-22,1,0,676
2019-04-23,1,0,668
2019-04-24,1,0,680
2019-04-25,1,0,662
2019-04-26,1,0,674
2019-04-27,1,0,669
2019-04-28,1,0,669
2019-04-29,1,0,669
2019-04-30,1,0,670
2019-05-01,1,0,664
2019-05-02,1,0,667
2019-05-03,1,0,691
2019-05-04,1,0,685
2019-05-05,1,0,673
2019-05-06,1,0,682
2019-05-07,1,0,684
2019-05-08,1,0,674
2019-05-09,1,0,679
2019-05-10,1,0,679
2019-05-11,1,0,677
2019-05-12,1,0,676
2019-05-13,1,0,692
2019-05-14,1,0,665
2019-05-15,1,0,674
2019-05-16,1,0,663
2019-05-17,1,0,669
2019-05-18,1,0,681
2019-05-19,1,0,686
2019-05-20,1,0,676
2019-05-21,1,0,672
2019-05-22,1,0,667
2019-05-23,1,0,663
2019-05-24,1,0,679
2019-05-25,1,0,692
2019-05-26,1,0,678
2019-05-27,1,0,683
2019-05-28,1,0,684
2019-05-29,1,0,682
2019-05-30,1,0,678
2019-05-31,1,0,663
2019-06-01,1,0,679
2019-06-02,1,0,687
2019-06-03,1,0,690
2019-06-04,1,0,673
2019-06-05,1,0,687
2019-06-06,1,0,679
2019-06-07,1,0,679
2019-06-08,1,0,686
2019-06-09,1,0,677
2019-06-10,1,0,673
2019-06-11,1,0,679
2019-06-12,1,0,692
2019-06-13,1,0,683
2019-06-14,1,0,685
2019-06-15,1,0,683
2019-06-16,1,0,680
2019-06-17,1,0,694
2019-06-18,1,0,662
2019-06-19,1,0,672
2019-06-20,1,0,685
2019-06-21,1,0,675
2019-06-22,1,0,671
2019-06-23,1,0,686
2019-06-24,1,0,682
2019-06-25,1,0,663
2019-06-26,1,0,673
2019-06-27,1,0,683
2019-06-28,1,0,695
2019-06-29,1,0,685
2019-06-30,1,0,692
2019-07-01,1,0,659
2019-07-02,1,0,687
2019-07-03,1,0,667
2019-07-04,1,0,679
2019-07-05,1,0,686
2019-07-06,1,0,700
2019-07-07,1,0,666
2019-07-08,1,0,686
2019-07-09,1,0,679
2019-07-10,1,0,684
2019-07-11,1,0,685
2019-07-12,1,0,679
2019-07-13,1,0,691
2019-07-14,1,0,709
2019-07-15,1,0,680
2019-07-16,1,0,680
2019-07-17,1,0,693
2019-07-18,1,0,669
2019-07-19,1,0,700
2019-07-20,1,0,689
2019-07-21,1,0,665
2019-07-22,1,0,692
2019-07-23,1,0,683
2019-07-24,1,0,686
2019-07-25,1,0,693
2019-07-26,1,0,697
2019-07-27,1,0,678
2019-07-28,1,0,675
2019-07-29,1,0,674
2019-07-30,1,0,684
2019-07-31,1,0,679
2019-08-01,1,0,694
2019-08-02,1,0,693
2019-08-03,1,0,696
2019-08-04,1,0,696
2019-08-05,1,0,692
2019-08-06,1,0,708
2019-08-07,1,0,685
2019-08-08,1,0,675
2019-08-09,1,0,690
2019-08-10,1,0,680
2019-08-11,1,0,680
2019-08-12,1,0,675
2019-08-13,1,0,693
2019-08-14,1,0,687
2019-08-15,1,0,700
2019-08-16,1,0,684
2019-08-17,1,0,689
2019-08-18,1,0,714
2019-08-19,1,0,686
2019-08-20,1,0,669
2019-08-21,1,0,687
2019-08-22,1,0,683
2019-08-23,1,0,682
2019-08-24,1,0,700
2019-08-25,1,0,706
2019-08-26,1,0,699
2019-08-27,1,0,684
2019-08-28,1,0,684
2019-08-29,1,0,678
2019-08-30,1,0,701
2019-08-31,1,0,710
2019-09-01,1,0,692
2019-09-02,1,0,687
2019-09-03,1,0,697
2019-09-04,1,0,687
2019-09-05,1,0,684
2019-09-06,1,0,696
2019-09-07,1,0,681
2019-09-08,1,0,691
2019-09-09,1,0,687
2019-09-10,1,0,704
2019-09-11,1,0,701
2019-09-12,1,0,677
2019-09-13,1,0,688
2019-09-14,1,0,701
2019-09-15,1,0,689
2019-09-16,1,0,702
2019-09-17,1,0,692
2019-09-18,1,0,695
2019-09-19,1,0,693
2019-09-20,1,0,694
2019-09-21,1,0,697
2019-09-22,1,0,707
2019-09-23,1,0,706
2019-09-24,1,0,689
2019-09-25,1,0,683
2019-09-26,1,0,675
2019-09-27,1,0,695
2019-09-28,1,0,684
2019-09-29,1,0,692
2019-09-30,1,0,694
2019-10-01,1,0,702
2019-10-02,1,0,700
2019-10-03,1,0,707
2019-10-04,1,0,709
2019-10-05,1,0,693
2019-10-06,1,0,712
2019-10-07,1,0,685
2019-10-08,1,0,671
2019-10-09,1,0,714
2019-10-10,1,0,699
2019-10-11,1,0,697
2019-10-12,1,0,706
2019-10-13,1,0,705
2019-10-14,1,0,684
2019-10-15,1,0,684
2019-10-16,1,0,674
2019-10-17,1,0,710
2019-10-18,1,0,701
2019-10-19,1,0,710
2019-10-20,1,0,700
2019-10-21,1,0,705
2019-10-22,1,0,696
2019-10-23,1,0,686
2019-10-24,1,0,705
2019-10-25,1,0,686
2019-10-26,1,0,685
2019-10-27,1,0,680
2019-10-28,1,0,696
2019-10-29,1,0,693
2019-10-30,1,0,683
2019-10-31,1,0,708
2019-11-01,1,0,705
2019-11-02,1,0,687
2019-11-03,1,0,690
2019-11-04,1,0,719
2019-11-05,1,0,687
2019-11-06,1,0,692
2019-11-07,1,0,712
2019-11-08,1,0,692
2019-11-09,1,0,710
2019-11-10,1,0,710
2019-11-11,1,0,715
2019-11-12,1,0,709
2019-11-13,1,0,704
2019-11-14,1,0,707
2019-11-15,1,0,688
2019-11-16,1,0,690
2019-11-17,1,0,684
2019-11-18,1,0,691
2019-11-19,1,0,695
2019-11-20,1,0,698
2019-11-21,1,0,721
2019-11-22,1,0,718
2019-11-23,1,0,712
2019-11-24,1,0,693
2019-11-25,1,0,717
2019-11-26,1,0,709
2019-11-27,1,0,694
2019-11-28,1,0,704
2019-11-29,1,0,708
2019-11-30,1,0,688
2019-12-01,1,0,696
2019-12-02,1,0,695
2019-12-03,1,0,701
2019-12-04,1,0,697
2019-12-05,1,0,714
2019-12-06,1,0,706
2019-12-07,1,0,695
2019-12-08,1,0,743
2019-12-09,1,0,703
2019-12-10,1,0,689
2019-12-11,1,0,708
2019-12-12,1,0,703
2019-12-13,1,0,703
2019-12-14,1,0,723
2019-12-15,1,0,704
2019-12-16,1,0,707
2019-12-17,1,0,689
2019-12-18,1,0,701
2019-12-19,1,0,709
2019-12-20,1,0,701
2019-12-21,1,0,687
2019-12-22,1,0,699
2019-12-23,1,0,709
2019-12-24,1,0,709
2019-12-25,1,0,702
2019-12-26,1,0,712
2019-12-27,1,0,701
2019-12-28,1,0,706
2019-12-29,1,0,697
2019-12-30,1,0,708
2019-12-31,1,0,723
2019-01-01,1,1,698
2019-01-02,1,1,690
2019-01-03,1,1,693
2019-01-04,1,1,722
2019-01-05,1,1,731
2019-01-06,1,1,720
2019-01-07,1,1,709
2019-01-08,1,1,689
2019-01-09,1,1,709
2019-01-10,1,1,699
2019-01-11,1,1,742
2019-01-12,1,1,721
2019-01-13,1,1,726
2019-01-14,1,1,724
2019-01-15,1,1,706
2019-01-16,1,1,705
2019-01-17,1,1,692
2019-01-18,1,1,726
2019-01-19,1,1,741
2019-01-20,1,1,732
2019-01-21,1,1,708
2019-01-22,1,1,700
2019-01-23,1,1,710
2019-01-24,1,1,707
2019-01-25,1,1,724
2019-01-26,1,1,745
2019-01-27,1,1,745
2019-01-28,1,1,727
2019-01-29,1,1,709
2019-01-30,1,1,713
2019-01-31,1,1,703
2019-02-01,1,1,726
2019-02-02,1,1,725
2019-02-03,1,1,732
2019-02-04,1,1,721
2019-02-05,1,1,705
2019-02-06,1,1,708
2019-02-07,1,1,719
2019-02-08,1,1,742
2019-02-09,1,1,730
2019-02-10,1,1,728
2019-02-11,1,1,711
2019-02-12,1,1,701
2019-02-13,1,1,700
2019-02-14,1,1,724
2019-02-15,1,1,734
2019-02-16,1,1,760
2019-02-17,1,1,766
2019-02-18,1,1,740
2019-02-19,1,1,709
2019-02-20,1,1,695
2019-02-21,1,1,726
2019-02-22,1,1,737
2019-02-23,1,1,749
2019-02-24,1,1,738
2019-02-25,1,1,749
2019-02-26,1,1,727
2019-02-27,1,1,707
2019-02-28,1,1,731
2019-03-01,1,1,756
2019-03-02,1,1,742
2019-03-03,1,1,754
2019-03-04,1,1,761
2019-03-05,1,1,722
2019-03-06,1,1,709
2019-03-07,1,1,750
2019-03-08,1,1,761
2019-03-09,1,1,754
2019-03-10,1,1,767
2019-03-11,1,1,755
2019-03-12,1,1,716
2019-03-13,1,1,729
2019-03-14,1,1,743
2019-03-15,1,1,767
2019-03-16,1,1,758
2019-03-17,1,1,792
2019-03-18,1,1,757
2019-03-19,1,1,752
2019-03-20,1,1,739
2019-03-21,1,1,746
2019-03-22,1,1,778
2019-03-23,1,1,779
2019-03-24,1,1,771
2019-03-25,1,1,771
2019-03-26,1,1,760
2019-03-27,1,1,735
2019-03-28,1,1,775
2019-03-29,1,1,778
2019-03-30,1,1,805
2019-03-31,1,1,786
2019-04-01,1,1,769
2019-04-02,1,1,764
2019-04-03,1,1,763
2019-04-04,1,1,788
2019-04-05,1,1,792
2019-04-06,1,1,800
2019-04-07,1,1,780
2019-04-08,1,1,778
2019-04-09,1,1,762
2019-04-10,1,1,780
2019-04-11,1,1,777
2019-04-12,1,1,791
2019-04-13,1,1,795
2019-04-14,1,1,802
2019-04-15,1,1,783
2019-04-16,1,1,764
2019-04-17,1,1,774
2019-04-18,1,1,772
2019-04-19,1,1,782
2019-04-20,1,1,801
2019-04-21,1,1,798
2019-04-22,1,1,798
2019-04-23,1,1,790
2019-04-24,1,1,797
2019-04-25,1,1,779
2019-04-26,1,1,812
2019-04-27,1,1,810
2019-04-28,1,1,815
2019-04-29,1,1,804
2019-04-30,1,1,790
2019-05-01,1,1,799
2019-05-02,1,1,799
2019-05-03,1,1,814
2019-05-04,1,1,811
2019-05-05,1,1,820
2019-05-06,1,1,805
2019-05-07,1,1,798
2019-05-08,1,1,792
2019-05-09,1,1,830
2019-05-10,1,1,849
2019-05-11,1,1,839
2019-05-12,1,1,832
2019-05-13,1,1,814
2019-05-14,1,1,797
2019-05-15,1,1,812
2019-05-16,1,1,798
2019-05-17,1,1,820
2019-05-18,1,1,851
2019-05-19,1,1,840
2019-05-20,1,1,823
2019-05-21,1,1,801
2019-05-22,1,1,816
2019-05-23,1,1,834
2019-05-24,1,1,839
2019-05-25,1,1,865
2019-05-26,1,1,844
2019-05-27,1,1,818
2019-05-28,1,1,816
2019-05-29,1,1,812
2019-05-30,1,1,834
2019-05-31,1,1,832
2019-06-01,1,1,852
2019-06-02,1,1,847
2019-06-03,1,1,839
2019-06-04,1,1,829
2019-06-05,1,1,835
2019-06-06,1,1,834
2019-06-07,1,1,838
2019-06-08,1,1,842
2019-06-09,1,1,853
2019-06-10,1,1,836
2019-06-11,1,1,827
2019-06-12,1,1,828
2019-06-13,1,1,831
2019-06-14,1,1,841
2019-06-15,1,1,856
2019-06-16,1,1,853
2019-06-17,1,1,838
2019-06-18,1,1,829
2019-06-19,1,1,831
2019-06-20,1,1,808
2019-06-21,1,1,859
2019-06-22,1,1,857
2019-06-23,1,1,859
2019-06-24,1,1,839
2019-06-25,1,1,842
2019-06-26,1,1,847
2019-06-27,1,1,848
2019-06-28,1,1,851
2019-06-29,1,1,861
2019-06-30,1,1,856
2019-07-01,1,1,830
2019-07-02,1,1,830
2019-07-03,1,1,835
2019-07-04,1,1,857
2019-07-05,1,1,848
2019-07-06,1,1,864
2019-07-07,1,1,861
2019-07-08,1,1,852
2019-07-09,1,1,824
2019-07-10,1,1,834
2019-07-11,1,1,840
2019-07-12,1,1,844
2019-07-13,1,1,869
2019-07-14,1,1,854
2019-07-15,1,1,855
2019-07-16,1,1,823
2019-07-17,1,1,826
2019-07-18,1,1,850
2019-07-19,1,1,847
2019-07-20,1,1,868
2019-07-21,1,1,873
2019-07-22,1,1,842
2019-07-23,1,1,832
2019-07-24,1,1,809
2019-07-25,1,1,840
2019-07-26,1,1,854
2019-07-27,1,1,855
2019-07-28,1,1,863
2019-07-29,1,1,831
2019-07-30,1,1,841
2019-07-31,1,1,797
2019-08-01,1,1,816
2019-08-02,1,1,846
2019-08-03,1,1,861
2019-08-04,1,1,842
2019-08-05,1,1,843
2019-08-06,1,1,842
2019-08-07,1,1,835
2019-08-08,1,1,841
2019-08-09,1,1,839
2019-08-10,1,1,843
2019-08-11,1,1,861
2019-08-12,1,1,841
2019-08-13,1,1,837
2019-08-14,1,1,814
2019-08-15,1,1,826
2019-08-16,1,1,824
2019-08-17,1,1,866
2019-08-18,1,1,829
2019-08-19,1,1,835
2019-08-20,1,1,831
2019-08-21,1,1,814
2019-08-22,1,1,813
2019-08-23,1,1,841
2019-08-24,1,1,852
2019-08-25,1,1,847
2019-08-26,1,1,847
2019-08-27,1,1,824
2019-08-28,1,1,822
2019-08-29,1,1,817
2019-08-30,1,1,840
2019-08-31,1,1,840
2019-09-01,1,1,835
2019-09-02,1,1,841
2019-09-03,1,1,802
2019-09-04,1,1,821
2019-09-05,1,1,815
2019-09-06,1,1,826
2019-09-07,1,1,844
2019-09-08,1,1,843
2019-09-09,1,1,828
2019-09-10,1,1,800
2019-09-11,1,1,800
2019-09-12,1,1,813
2019-09-13,1,1,799
2019-09-14,1,1,845
2019-09-15,1,1,842
2019-09-16,1,1,810
2019-09-17,1,1,790
2019-09-18,1,1,791
2019-09-19,1,1,793
2019-09-20,1,1,809
2019-09-21,1,1,833
2019-09-22,1,1,826
2019-09-23,1,1,795
2019-09-24,1,1,793
2019-09-25,1,1,789
2019-09-26,1,1,813
2019-09-27,1,1,815
2019-09-28,1,1,821
2019-09-29,1,1,812
2019-09-30,1,1,799
2019-10-01,1,1,772
2019-10-02,1,1,780
2019-10-03,1,1,800
2019-10-04,1,1,798
2019-10-05,1,1,810
2019-10-06,1,1,817
2019-10-07,1,1,805
2019-10-08,1,1,787
2019-10-09,1,1,796
2019-10-10,1,1,781
2019-10-11,1,1,797
2019-10-12,1,1,794
2019-10-13,1,1,805
2019-10-14,1,1,802
2019-10-15,1,1,781
2019-10-16,1,1,792
2019-10-17,1,1,774
2019-10-18,1,1,806
2019-10-19,1,1,809
2019-10-20,1,1,798
2019-10-21,1,1,792
2019-10-22,1,1,783
2019-10-23,1,1,767
2019-10-24,1,1,772
2019-10-25,1,1,777
2019-10-26,1,1,800
2019-10-27,1,1,798
2019-10-28,1,1,783
2019-10-29,1,1,775
2019-10-30,1,1,767
2019-10-31,1,1,763
2019-11-01,1,1,779
2019-11-02,1,1,776
2019-11-03,1,1,808
2019-11-04,1,1,787
2019-11-05,1,1,754
2019-11-06,1,1,773
2019-11-07,1,1,785
2019-11-08,1,1,777
2019-11-09,1,1,790
2019-11-10,1,1,803
2019-11-11,1,1,753
2019-11-12,1,1,763
2019-11-13,1,1,773
2019-11-14,1,1,773
2019-11-15,1,1,787
2019-11-16,1,1,794
2019-11-17,1,1,800
2019-11-18,1,1,757
2019-11-19,1,1,756
2019-11-20,1,1,764
2019-11-21,1,1,758
2019-11-22,1,1,777
2019-11-23,1,1,795
2019-11-24,1,1,759
2019-11-25,1,1,769
2019-11-26,1,1,752
2019-11-27,1,1,741
2019-11-28,1,1,761
2019-11-29,1,1,771
2019-11-30,1,1,773
2019-12-01,1,1,789
2019-12-02,1,1,757
2019-12-03,1,1,757
2019-12-04,1,1,750
2019-12-05,1,1,747
2019-12-06,1,1,781
2019-12-07,1,1,783
2019-12-08,1,1,789
2019-12-09,1,1,773
2019-12-10,1,1,740
2019-12-11,1,1,756
2019-12-12,1,1,763
2019-12-13,1,1,773
2019-12-14,1,1,794
2019-12-15,1,1,793
2019-12-16,1,1,772
2019-12-17,1,1,746
2019-12-18,1,1,729
2019-12-19,1,1,753
2019-12-20,1,1,772
2019-12-21,1,1,774
2019-12-22,1,1,782
2019-12-23,1,1,773
2019-12-24,1,1,761
2019-12-25,1,1,738
2019-12-26,1,1,745
2019-12-27,1,1,777
2019-12-28,1,1,777
2019-12-29,1,1,780
2019-12-30,1,1,760
2019-12-31,1,1,745
2019-01-01,1,2,724
2019-01-02,1,2,739
2019-01-03,1,2,733
2019-01-04,1,2,736
2019-01-05,1,2,729
2019-01-06,1,2,742
2019-01-07,1,2,742
2019-01-08,1,2,730
2019-01-09,1,2,741
2019-01-10,1,2,736
2019-01-11,1,2,734
2019-01-12,1,2,748
2019-01-13,1,2,739
2019-01-14,1,2,724
2019-01-15,1,2,731
2019-01-16,1,2,730
2019-01-17,1,2,720
2019-01-18,1,2,735
2019-01-19,1,2,741
2019-01-20,1,2,736
2019-01-21,1,2,721
2019-01-22,1,2,728
2019-01-23,1,2,716
2019-01-24,1,2,733
2019-01-25,1,2,735
2019-01-26,1,2,745
2019-01-27,1,2,754
2019-01-28,1,2,714
2019-01-29,1,2,712
2019-01-30,1,2,719
2019-01-31,1,2,732
2019-02-01,1,2,742
2019-02-02,1,2,738
2019-02-03,1,2,712
2019-02-04,1,2,732
2019-02-05,1,2,727
2019-02-06,1,2,717
2019-02-07,1,2,731
2019-02-08,1,2,737
2019-02-09,1,2,716
2019-02-10,1,2,739
2019-02-11,1,2,720
2019-02-12,1,2,733
2019-02-13,1,2,712
2019-02-14,1,2,723
2019-02-15,1,2,715
2019-02-16,1,2,725
2019-02-17,1,2,755
2019-02-18,1,2,737
2019-02-19,1,2,722
2019-02-20,1,2,736
2019-02-21,1,2,726
2019-02-22,1,2,715
2019-02-23,1,2,735
2019-02-24,1,2,728
2019-02-25,1,2,718
2019-02-26,1,2,724
2019-02-27,1,2,700
2019-02-28,1,2,714
2019-03-01,1,2,725
2019-03-02,1,2,728
2019-03-03,1,2,731
2019-03-04,1,2,720
2019-03-05,1,2,712
2019-03-06,1,2,722
2019-03-07,1,2,706
2019-03-08,1,2,713
2019-03-09,1,2,719
2019-03-10,1,2,719
2019-03-11,1,2,734
2019-03-12,1,2,717
2019-03-13,1,2,718
2019-03-14,1,2,722
2019-03-15,1,2,707
2019-03-16,1,2,722
2019-03-17,1,2,724
2019-03-18,1,2,720
2019-03-19,1,2,741
2019-03-20,1,2,728
2019-03-21,1,2,715
2019-03-22,1,2,703
2019-03-23,1,2,719
2019-03-24,1,2,703
2019-03-25,1,2,714
2019-03-26,1,2,717
2019-03-27,1,2,701
2019-03-28,1,2,705
2019-03-29,1,2,712
2019-03-30,1,2,706
2019-03-31,1,2,719
2019-04-01,1,2,726
2019-04-02,1,2,737
2019-04-03,1,2,703
2019-04-04,1,2,718
2019-04-05,1,2,718
2019-04-06,1,2,713
2019-04-07,1,2,709
2019-04-08,1,2,704
2019-04-09,1,2,726
2019-04-10,1,2,703
2019-04-11,1,2,721
2019-04-12,1,2,728
2019-04-13,1,2,724
2019-04-14,1,2,726
2019-04-15,1,2,720
2019-04-16,1,2,712
2019-04-17,1,2,707
2019-04-18,1,2,705
2019-04-19,1,2,709
2019-04-20,1,2,710
2019-04-21,1,2,720
2019-04-22,1,2,705
2019-04-23,1,2,686
2019-04-24,1,2,698
2019-04-25,1,2,716
2019-04-26,1,2,699
2019-04-27,1,2,701
2019-04-28,1,2,703
2019-04-29,1,2,713
2019-04-30,1,2,692
2019-05-01,1,2,701
2019-05-02,1,2,720
2019-05-03,1,2,729
2019-05-04,1,2,714
2019-05-05,1,2,711
2019-05-06,1,2,702
2019-05-07,1,2,715
2019-05-08,1,2,717
2019-05-09,1,2,708
2019-05-10,1,2,694
2019-05-11,1,2,720
2019-05-12,1,2,720
2019-05-13,1,2,705
2019-05-14,1,2,708
2019-05-15,1,2,689
2019-05-16,1,2,694
2019-05-17,1,2,723
2019-05-18,1,2,697
2019-05-19,1,2,718
2019-05-20,1,2,709
2019-05-21,1,2,709
2019-05-22,1,2,699
2019-05-23,1,2,698
2019-05-24,1,2,702
2019-05-25,1,2,695
2019-05-26,1,2,717
2019-05-27,1,2,707
2019-05-28,1,2,706
2019-05-29,1,2,715
2019-05-30,1,2,693
2019-05-31,1,2,703
2019-06-01,1,2,719
2019-06-02,1,2,719
2019-06-03,1,2,716
2019-06-04,1,2,704
2019-06-05,1,2,716
2019-06-06,1,2,716
2019-06-07,1,2,712
2019-06-08,1,2,719
2019-06-09,1,2,710
2019-06-10,1,2,706
2019-06-11,1,2,703
2019-06-12,1,2,705
2019-06-13,1,2,692
2019-06-14,1,2,711
2019-06-15,1,2,709
2019-06-16,1,2,708
2019-06-17,1,2,705
2019-06-18,1,2,698
2019-06-19,1,2,704
2019-06-20,1,2,702
2019-06-21,1,2,709
2019-06-22,1,2,691
2019-06-23,1,2,712
2019-06-24,1,2,706
2019-06-25,1,2,705
2019-06-26,1,2,708
2019-06-27,1,2,710
2019-06-28,1,2,704
2019-06-29,1,2,707
2019-06-30,1,2,708
2019-07-01,1,2,720
2019-07-02,1,2,705
2019-07-03,1,2,692
2019-07-04,1,2,704
2019-07-05,1,2,712
2019-07-06,1,2,697
2019-07-07,1,2,714
2019-07-08,1,2,709
2019-07-09,1,2,682
2019-07-10,1,2,702
2019-07-11,1,2,691
2019-07-12,1,2,693
2019-07-13,1,2,704
2019-07-14,1,2,705
2019-07-15,1,2,707
2019-07-16,1,2,697
2019-07-17,1,2,691
2019-07-18,1,2,714
2019-07-19,1,2,701
2019-07-20,1,2,710
2019-07-21,1,2,713
2019-07-22,1,2,706
2019-07-23,1,2,709
2019-07-24,1,2,718
2019-07-25,1,2,690
2019-07-26,1,2,703
2019-07-27,1,2,707
2019-07-28,1,2,701
2019-07-29,1,2,699
2019-07-30,1,2,687
2019-07-31,1,2,696
2019-08-01,1,2,707
2019-08-02,1,2,698
2019-08-03,1,2,708
2019-08-04,1,2,701
2019-08-05,1,2,688
2019-08-06,1,2,691
2019-08-07,1,2,691
2019-08-08,1,2,694
2019-08-09,1,2,708
2019-08-10,1,2,716
2019-08-11,1,2,705
2019-08-12,1,2,703
2019-08-13,1,2,702
2019-08-14,1,2,674
2019-08-15,1,2,697
2019-08-16,1,2,718
2019-08-17,1,2,704
2019-08-18,1,2,715
2019-08-19,1,2,691
2019-08-20,1,2,692
2019-08-21,1,2,685
2019-08-22,1,2,688
2019-08-23,1,2,688
2019-08-24,1,2,713
2019-08-25,1,2,706
2019-08-26,1,2,687
2019-08-27,1,2,677
2019-08-28,1,2,685
2019-08-29,1,2,699
2019-08-30,1,2,691
2019-08-31,1,2,698
2019-09-01,1,2,695
2019-09-02,1,2,707
2019-09-03,1,2,682
2019-09-04,1,2,691
2019-09-05,1,2,713
2019-09-06,1,2,719
2019-09-07,1,2,676
2019-09-08,1,2,682
2019-09-09,1,2,687
2019-09-10,1,2,686
2019-09-11,1,2,701
2019-09-12,1,2,700
2019-09-13,1,2,695
2019-09-14,1,2,719
2019-09-15,1,2,694
2019-09-16,1,2,675
2019-09-17,1,2,680
2019-09-18,1,2,675
2019-09-19,1,2,690
2019-09-20,1,2,678
2019-09-21,1,2,694
2019-09-22,1,2,706
2019-09-23,1,2,681
2019-09-24,1,2,690
2019-09-25,1,2,700
2019-09-26,1,2,693
2019-09-27,1,2,703
2019-09-28,1,2,707
2019-09-29,1,2,704
2019-09-30,1,2,702
2019-10-01,1,2,678
2019-10-02,1,2,667
2019-10-03,1,2,670
2019-10-04,1,2,693
2019-10-05,1,2,694
2019-10-06,1,2,674
2019-10-07,1,2,690
2019-10-08,1,2,682
2019-10-09,1,2,700
2019-10-10,1,2,683
2019-10-11,1,2,668
2019-10-12,1,2,698
2019-10-13,1,2,702
2019-10-14,1,2,674
2019-10-15,1,2,681
2019-10-16,1,2,686
2019-10-17,1,2,702
2019-10-18,1,2,708
2019-10-19,1,2,689
2019-10-20,1,2,706
2019-10-21,1,2,692
2019-10-22,1,2,688
2019-10-23,1,2,677
2019-10-24,1,2,671
2019-10-25,1,2,684
2019-10-26,1,2,680
2019-10-27,1,2,679
2019-10-28,1,2,689
2019-10-29,1,2,675
2019-10-30,1,2,677
2019-10-31,1,2,664
2019-11-01,1,2,688
2019-11-02,1,2,683
2019-11-03,1,2,685
2019-11-04,1,2,679
2019-11-05,1,2,677
2019-11-06,1,2,698
2019-11-07,1,2,691
2019-11-08,1,2,670
2019-11-09,1,2,681
2019-11-10,1,2,683
2019-11-11,1,2,676
2019-11-12,1,2,667
2019-11-13,1,2,668
2019-11-14,1,2,660
2019-11-15,1,2,698
2019-11-16,1,2,679
2019-11-17,1,2,675
2019-11-18,1,2,678
2019-11-19,1,2,658
2019-11-20,1,2,680
2019-11-21,1,2,678
2019-11-22,1,2,685
2019-11-23,1,2,665
2019-11-24,1,2,694
2019-11-25,1,2,658
2019-11-26,1,2,672
2019-11-27,1,2,659
2019-11-28,1,2,670
2019-11-29,1,2,671
2019-11-30,1,2,683
2019-12-01,1,2,667
2019-12-02,1,2,677
2019-12-03,1,2,677
2019-12-04,1,2,683
2019-12-05,1,2,654
2019-12-06,1,2,667
2019-12-07,1,2,676
2019-12-08,1,2,671
2019-12-09,1,2,659
